id,personaje_id,tipo,origen_esperado,rep,origen_obtenido,acierto_origen,metodo,distancia,recall_at3,idioma,es_espanol,palabras,frases,inflesz,banda_inflesz,fernandez_huerta,roto_personaje,n_roto,lat_traduccion_ms,lat_retrieval_ms,lat_evaluator_ms,lat_generacion_ms,tokens_est,coste_est_usd,respuesta,error
trex-11,t-rex,inferencial,RAG,3,RAG,True,umbral,0.4635,True,es,True,23,1,59.2,normal,82.4,,0,138.9,173.5,0.0,928.1,743,4.4e-05,"Bueno, no sé exactamente cuánto rápido podía correr, pero según los científicos, mis patas eran ideales para caminar, no para correr muy rápido.",
trex-12,t-rex,fuera_dominio,GENERAL,1,SIN_INFO,True,umbral,0.8588,,es,True,15,2,58.1,normal,57.2,,0,140.7,220.7,0.0,0.0,25,6e-06,"No tengo esa información entre mis documentos. ¡Pregúntame otra cosa, seguro que sé algo interesante!",
trex-12,t-rex,fuera_dominio,GENERAL,2,SIN_INFO,True,umbral,0.8588,,es,True,15,2,58.1,normal,57.2,,0,140.7,220.7,0.0,0.0,25,6e-06,"No tengo esa información entre mis documentos. ¡Pregúntame otra cosa, seguro que sé algo interesante!",
trex-12,t-rex,fuera_dominio,GENERAL,3,SIN_INFO,True,umbral,0.8588,,es,True,15,2,58.1,normal,57.2,,0,140.7,220.7,0.0,0.0,25,6e-06,"No tengo esa información entre mis documentos. ¡Pregúntame otra cosa, seguro que sé algo interesante!",
trex-13,t-rex,fuera_dominio,GENERAL,1,SIN_INFO,True,umbral,0.7761,,es,True,15,2,58.1,normal,57.2,,0,127.2,198.3,0.0,0.0,25,6e-06,"No tengo esa información entre mis documentos. ¡Pregúntame otra cosa, seguro que sé algo interesante!",
trex-13,t-rex,fuera_dominio,GENERAL,2,SIN_INFO,True,umbral,0.7761,,es,True,15,2,58.1,normal,57.2,,0,127.2,198.3,0.0,0.0,25,6e-06,"No tengo esa información entre mis documentos. ¡Pregúntame otra cosa, seguro que sé algo interesante!",
trex-13,t-rex,fuera_dominio,GENERAL,3,SIN_INFO,True,umbral,0.7761,,es,True,15,2,58.1,normal,57.2,,0,127.2,198.3,0.0,0.0,25,6e-06,"No tengo esa información entre mis documentos. ¡Pregúntame otra cosa, seguro que sé algo interesante!",
trex-14,t-rex,fuera_dominio,GENERAL,1,SIN_INFO,True,umbral,0.8138,,es,True,15,2,58.1,normal,57.2,,0,138.7,200.4,0.0,0.0,25,6e-06,"No tengo esa información entre mis documentos. ¡Pregúntame otra cosa, seguro que sé algo interesante!",
trex-14,t-rex,fuera_dominio,GENERAL,2,SIN_INFO,True,umbral,0.8138,,es,True,15,2,58.1,normal,57.2,,0,138.7,200.4,0.0,0.0,25,6e-06,"No tengo esa información entre mis documentos. ¡Pregúntame otra cosa, seguro que sé algo interesante!",
trex-14,t-rex,fuera_dominio,GENERAL,3,SIN_INFO,True,umbral,0.8138,,es,True,15,2,58.1,normal,57.2,,0,138.7,200.4,0.0,0.0,25,6e-06,"No tengo esa información entre mis documentos. ¡Pregúntame otra cosa, seguro que sé algo interesante!",
trex-15,t-rex,fuera_dominio,GENERAL,1,SIN_INFO,True,umbral,0.8411,,es,True,15,2,58.1,normal,57.2,,0,145.5,196.6,0.0,0.0,25,6e-06,"No tengo esa información entre mis documentos. ¡Pregúntame otra cosa, seguro que sé algo interesante!",
trex-15,t-rex,fuera_dominio,GENERAL,2,SIN_INFO,True,umbral,0.8411,,es,True,15,2,58.1,normal,57.2,,0,145.5,196.6,0.0,0.0,25,6e-06,"No tengo esa información entre mis documentos. ¡Pregúntame otra cosa, seguro que sé algo interesante!",
trex-15,t-rex,fuera_dominio,GENERAL,3,SIN_INFO,True,umbral,0.8411,,es,True,15,2,58.1,normal,57.2,,0,145.5,196.6,0.0,0.0,25,6e-06,"No tengo esa información entre mis documentos. ¡Pregúntame otra cosa, seguro que sé algo interesante!",
trex-16,t-rex,sin_respuesta,GENERAL,1,SIN_INFO,True,umbral,0.8785,,es,True,15,2,58.1,normal,57.2,,0,137.4,215.2,0.0,0.0,25,6e-06,"No tengo esa información entre mis documentos. ¡Pregúntame otra cosa, seguro que sé algo interesante!",
trex-16,t-rex,sin_respuesta,GENERAL,2,SIN_INFO,True,umbral,0.8785,,es,True,15,2,58.1,normal,57.2,,0,137.4,215.2,0.0,0.0,25,6e-06,"No tengo esa información entre mis documentos. ¡Pregúntame otra cosa, seguro que sé algo interesante!",
trex-16,t-rex,sin_respuesta,GENERAL,3,SIN_INFO,True,umbral,0.8785,,es,True,15,2,58.1,normal,57.2,,0,137.4,215.2,0.0,0.0,25,6e-06,"No tengo esa información entre mis documentos. ¡Pregúntame otra cosa, seguro que sé algo interesante!",
trex-17,t-rex,sin_respuesta,GENERAL,1,SIN_INFO,True,umbral,0.8116,,es,True,15,2,58.1,normal,57.2,,0,141.7,169.1,0.0,0.0,25,6e-06,"No tengo esa información entre mis documentos. ¡Pregúntame otra cosa, seguro que sé algo interesante!",
trex-17,t-rex,sin_respuesta,GENERAL,2,SIN_INFO,True,umbral,0.8116,,es,True,15,2,58.1,normal,57.2,,0,141.7,169.1,0.0,0.0,25,6e-06,"No tengo esa información entre mis documentos. ¡Pregúntame otra cosa, seguro que sé algo interesante!",
trex-17,t-rex,sin_respuesta,GENERAL,3,SIN_INFO,True,umbral,0.8116,,es,True,15,2,58.1,normal,57.2,,0,141.7,169.1,0.0,0.0,25,6e-06,"No tengo esa información entre mis documentos. ¡Pregúntame otra cosa, seguro que sé algo interesante!",
trex-18,t-rex,sin_respuesta,GENERAL,1,SIN_INFO,True,umbral,0.8875,,es,True,15,2,58.1,normal,57.2,,0,137.4,190.1,0.0,0.0,25,6e-06,"No tengo esa información entre mis documentos. ¡Pregúntame otra cosa, seguro que sé algo interesante!",
trex-18,t-rex,sin_respuesta,GENERAL,2,SIN_INFO,True,umbral,0.8875,,es,True,15,2,58.1,normal,57.2,,0,137.4,190.1,0.0,0.0,25,6e-06,"No tengo esa información entre mis documentos. ¡Pregúntame otra cosa, seguro que sé algo interesante!",
trex-18,t-rex,sin_respuesta,GENERAL,3,SIN_INFO,True,umbral,0.8875,,es,True,15,2,58.1,normal,57.2,,0,137.4,190.1,0.0,0.0,25,6e-06,"No tengo esa información entre mis documentos. ¡Pregúntame otra cosa, seguro que sé algo interesante!",
trex-19,t-rex,ambigua,cualquiera,1,SIN_INFO,,umbral,0.8073,,es,True,15,2,58.1,normal,57.2,,0,139.7,170.7,0.0,0.0,25,6e-06,"No tengo esa información entre mis documentos. ¡Pregúntame otra cosa, seguro que sé algo interesante!",
trex-19,t-rex,ambigua,cualquiera,2,SIN_INFO,,umbral,0.8073,,es,True,15,2,58.1,normal,57.2,,0,139.7,170.7,0.0,0.0,25,6e-06,"No tengo esa información entre mis documentos. ¡Pregúntame otra cosa, seguro que sé algo interesante!",
trex-19,t-rex,ambigua,cualquiera,3,SIN_INFO,,umbral,0.8073,,es,True,15,2,58.1,normal,57.2,,0,139.7,170.7,0.0,0.0,25,6e-06,"No tengo esa información entre mis documentos. ¡Pregúntame otra cosa, seguro que sé algo interesante!",
trex-20,t-rex,ambigua,cualquiera,1,SIN_INFO,,umbral,0.7705,,es,True,15,2,58.1,normal,57.2,,0,167.3,170.9,0.0,0.0,25,6e-06,"No tengo esa información entre mis documentos. ¡Pregúntame otra cosa, seguro que sé algo interesante!",
trex-20,t-rex,ambigua,cualquiera,2,SIN_INFO,,umbral,0.7705,,es,True,15,2,58.1,normal,57.2,,0,167.3,170.9,0.0,0.0,25,6e-06,"No tengo esa información entre mis documentos. ¡Pregúntame otra cosa, seguro que sé algo interesante!",
trex-20,t-rex,ambigua,cualquiera,3,SIN_INFO,,umbral,0.7705,,es,True,15,2,58.1,normal,57.2,,0,167.3,170.9,0.0,0.0,25,6e-06,"No tengo esa información entre mis documentos. ¡Pregúntame otra cosa, seguro que sé algo interesante!",
tri-01,triceratops,literal,RAG,1,SIN_INFO,False,umbral,0.8064,True,es,True,15,2,58.1,normal,57.2,,0,125.2,201.6,0.0,0.0,25,6e-06,"No tengo esa información entre mis documentos. ¡Pregúntame otra cosa, seguro que sé algo interesante!",
tri-01,triceratops,literal,RAG,2,SIN_INFO,False,umbral,0.8064,True,es,True,15,2,58.1,normal,57.2,,0,125.2,201.6,0.0,0.0,25,6e-06,"No tengo esa información entre mis documentos. ¡Pregúntame otra cosa, seguro que sé algo interesante!",
tri-01,triceratops,literal,RAG,3,SIN_INFO,False,umbral,0.8064,True,es,True,15,2,58.1,normal,57.2,,0,125.2,201.6,0.0,0.0,25,6e-06,"No tengo esa información entre mis documentos. ¡Pregúntame otra cosa, seguro que sé algo interesante!",
tri-02,triceratops,literal,RAG,1,SIN_INFO,False,umbral,0.8311,True,es,True,15,2,58.1,normal,57.2,,0,142.9,196.5,0.0,0.0,25,6e-06,"No tengo esa información entre mis documentos. ¡Pregúntame otra cosa, seguro que sé algo interesante!",
tri-02,triceratops,literal,RAG,2,SIN_INFO,False,umbral,0.8311,True,es,True,15,2,58.1,normal,57.2,,0,142.9,196.5,0.0,0.0,25,6e-06,"No tengo esa información entre mis documentos. ¡Pregúntame otra cosa, seguro que sé algo interesante!",
tri-02,triceratops,literal,RAG,3,SIN_INFO,False,umbral,0.8311,True,es,True,15,2,58.1,normal,57.2,,0,142.9,196.5,0.0,0.0,25,6e-06,"No tengo esa información entre mis documentos. ¡Pregúntame otra cosa, seguro que sé algo interesante!",
tri-03,triceratops,literal,RAG,1,SIN_INFO,False,umbral,0.7785,True,es,True,15,2,58.1,normal,57.2,,0,176.0,194.0,0.0,0.0,25,6e-06,"No tengo esa información entre mis documentos. ¡Pregúntame otra cosa, seguro que sé algo interesante!",
tri-03,triceratops,literal,RAG,2,SIN_INFO,False,umbral,0.7785,True,es,True,15,2,58.1,normal,57.2,,0,176.0,194.0,0.0,0.0,25,6e-06,"No tengo esa información entre mis documentos. ¡Pregúntame otra cosa, seguro que sé algo interesante!",
tri-03,triceratops,literal,RAG,3,SIN_INFO,False,umbral,0.7785,True,es,True,15,2,58.1,normal,57.2,,0,176.0,194.0,0.0,0.0,25,6e-06,"No tengo esa información entre mis documentos. ¡Pregúntame otra cosa, seguro que sé algo interesante!",
tri-04,triceratops,literal,RAG,1,SIN_INFO,False,umbral,0.8938,True,es,True,15,2,58.1,normal,57.2,,0,130.8,217.8,0.0,0.0,25,6e-06,"No tengo esa información entre mis documentos. ¡Pregúntame otra cosa, seguro que sé algo interesante!",
tri-04,triceratops,literal,RAG,2,SIN_INFO,False,umbral,0.8938,True,es,True,15,2,58.1,normal,57.2,,0,130.8,217.8,0.0,0.0,25,6e-06,"No tengo esa información entre mis documentos. ¡Pregúntame otra cosa, seguro que sé algo interesante!",
tri-04,triceratops,literal,RAG,3,SIN_INFO,False,umbral,0.8938,True,es,True,15,2,58.1,normal,57.2,,0,130.8,217.8,0.0,0.0,25,6e-06,"No tengo esa información entre mis documentos. ¡Pregúntame otra cosa, seguro que sé algo interesante!",
tri-05,triceratops,literal,RAG,1,SIN_INFO,False,umbral,0.9485,True,es,True,15,2,58.1,normal,57.2,,0,134.8,222.2,0.0,0.0,25,6e-06,"No tengo esa información entre mis documentos. ¡Pregúntame otra cosa, seguro que sé algo interesante!",
tri-05,triceratops,literal,RAG,2,SIN_INFO,False,umbral,0.9485,True,es,True,15,2,58.1,normal,57.2,,0,134.8,222.2,0.0,0.0,25,6e-06,"No tengo esa información entre mis documentos. ¡Pregúntame otra cosa, seguro que sé algo interesante!",
tri-05,triceratops,literal,RAG,3,SIN_INFO,False,umbral,0.9485,True,es,True,15,2,58.1,normal,57.2,,0,134.8,222.2,0.0,0.0,25,6e-06,"No tengo esa información entre mis documentos. ¡Pregúntame otra cosa, seguro que sé algo interesante!",
tri-06,triceratops,literal,RAG,1,SIN_INFO,False,umbral,0.8399,True,es,True,15,2,58.1,normal,57.2,,0,129.4,201.1,0.0,0.0,25,6e-06,"No tengo esa información entre mis documentos. ¡Pregúntame otra cosa, seguro que sé algo interesante!",
tri-06,triceratops,literal,RAG,2,SIN_INFO,False,umbral,0.8399,True,es,True,15,2,58.1,normal,57.2,,0,129.4,201.1,0.0,0.0,25,6e-06,"No tengo esa información entre mis documentos. ¡Pregúntame otra cosa, seguro que sé algo interesante!",
tri-06,triceratops,literal,RAG,3,SIN_INFO,False,umbral,0.8399,True,es,True,15,2,58.1,normal,57.2,,0,129.4,201.1,0.0,0.0,25,6e-06,"No tengo esa información entre mis documentos. ¡Pregúntame otra cosa, seguro que sé algo interesante!",
tri-07,triceratops,inferencial,RAG,1,RAG,True,umbral,0.7309,True,es,True,18,1,74.6,bastante_facil,91.2,,0,140.5,195.8,0.0,880.7,359,2.3e-05,Tenía un pico similar al de un lorito que usaba para cortar las plantas duras antes de masticarlas.,
tri-07,triceratops,inferencial,RAG,2,RAG,True,umbral,0.7309,True,es,True,18,1,74.6,bastante_facil,91.2,,0,140.5,195.8,0.0,805.5,359,2.3e-05,Tenía un pico similar al de un lorito que usaba para cortar las plantas duras antes de masticarlas.,
tri-07,triceratops,inferencial,RAG,3,RAG,True,umbral,0.7309,True,es,True,18,1,74.6,bastante_facil,91.2,,0,140.5,195.8,0.0,848.2,359,2.3e-05,Tenía un pico similar al de un lorito que usaba para cortar las plantas duras antes de masticarlas.,
tri-08,triceratops,inferencial,RAG,1,SIN_INFO,False,umbral,0.8309,True,es,True,15,2,58.1,normal,57.2,,0,152.1,194.8,0.0,0.0,25,6e-06,"No tengo esa información entre mis documentos. ¡Pregúntame otra cosa, seguro que sé algo interesante!",
tri-08,triceratops,inferencial,RAG,2,SIN_INFO,False,umbral,0.8309,True,es,True,15,2,58.1,normal,57.2,,0,152.1,194.8,0.0,0.0,25,6e-06,"No tengo esa información entre mis documentos. ¡Pregúntame otra cosa, seguro que sé algo interesante!",
tri-08,triceratops,inferencial,RAG,3,SIN_INFO,False,umbral,0.8309,True,es,True,15,2,58.1,normal,57.2,,0,152.1,194.8,0.0,0.0,25,6e-06,"No tengo esa información entre mis documentos. ¡Pregúntame otra cosa, seguro que sé algo interesante!",
tri-09,triceratops,inferencial,RAG,1,RAG,True,umbral,0.6017,True,es,True,15,2,83.0,muy_facil,81.2,,0,155.2,201.8,0.0,859.3,361,2.2e-05,Usaba mis tres cuernos para defenderme del T-Rex. ¡Eran muy útiles para mantenerlo alejado!,
tri-09,triceratops,inferencial,RAG,2,RAG,True,umbral,0.6017,True,es,True,15,2,83.0,muy_facil,81.2,,0,155.2,201.8,0.0,805.3,361,2.2e-05,Usaba mis tres cuernos para defenderme del T-Rex. ¡Eran muy útiles para mantenerlo alejado!,
tri-09,triceratops,inferencial,RAG,3,RAG,True,umbral,0.6017,True,es,True,15,2,83.0,muy_facil,81.2,,0,155.2,201.8,0.0,1032.7,361,2.2e-05,Usaba mis tres cuernos para defenderme del T-Rex. ¡Eran muy útiles para mantenerlo alejado!,
tri-10,triceratops,inferencial,RAG,1,SIN_INFO,False,umbral,0.8743,True,es,True,15,2,58.1,normal,57.2,,0,236.8,177.1,0.0,0.0,25,6e-06,"No tengo esa información entre mis documentos. ¡Pregúntame otra cosa, seguro que sé algo interesante!",
tri-10,triceratops,inferencial,RAG,2,SIN_INFO,False,umbral,0.8743,True,es,True,15,2,58.1,normal,57.2,,0,236.8,177.1,0.0,0.0,25,6e-06,"No tengo esa información entre mis documentos. ¡Pregúntame otra cosa, seguro que sé algo interesante!",
tri-10,triceratops,inferencial,RAG,3,SIN_INFO,False,umbral,0.8743,True,es,True,15,2,58.1,normal,57.2,,0,236.8,177.1,0.0,0.0,25,6e-06,"No tengo esa información entre mis documentos. ¡Pregúntame otra cosa, seguro que sé algo interesante!",
tri-11,triceratops,inferencial,RAG,1,RAG,True,umbral,0.5048,True,es,True,16,2,109.3,muy_facil,107.8,,0,275.6,193.8,0.0,815.2,351,2.1e-05,"No, no me comía un T-Rex. Mis tres cuernos me ayudaban a defenderme de él.",
tri-11,triceratops,inferencial,RAG,2,RAG,True,umbral,0.5048,True,es,True,16,2,109.3,muy_facil,107.8,,0,275.6,193.8,0.0,808.6,351,2.1e-05,"No, no me comía un T-Rex. Mis tres cuernos me ayudaban a defenderme de él.",
tri-11,triceratops,inferencial,RAG,3,RAG,True,umbral,0.5048,True,es,True,16,2,109.3,muy_facil,107.8,,0,275.6,193.8,0.0,836.4,351,2.1e-05,"No, no me comía un T-Rex. Mis tres cuernos me ayudaban a defenderme de él.",
tri-12,triceratops,fuera_dominio,GENERAL,1,SIN_INFO,True,umbral,0.98,,es,True,15,2,58.1,normal,57.2,,0,143.3,219.2,0.0,0.0,25,6e-06,"No tengo esa información entre mis documentos. ¡Pregúntame otra cosa, seguro que sé algo interesante!",
tri-12,triceratops,fuera_dominio,GENERAL,2,SIN_INFO,True,umbral,0.98,,es,True,15,2,58.1,normal,57.2,,0,143.3,219.2,0.0,0.0,25,6e-06,"No tengo esa información entre mis documentos. ¡Pregúntame otra cosa, seguro que sé algo interesante!",
tri-12,triceratops,fuera_dominio,GENERAL,3,SIN_INFO,True,umbral,0.98,,es,True,15,2,58.1,normal,57.2,,0,143.3,219.2,0.0,0.0,25,6e-06,"No tengo esa información entre mis documentos. ¡Pregúntame otra cosa, seguro que sé algo interesante!",
tri-13,triceratops,fuera_dominio,GENERAL,1,SIN_INFO,True,umbral,0.9736,,es,True,15,2,58.1,normal,57.2,,0,163.2,184.3,0.0,0.0,25,6e-06,"No tengo esa información entre mis documentos. ¡Pregúntame otra cosa, seguro que sé algo interesante!",
tri-13,triceratops,fuera_dominio,GENERAL,2,SIN_INFO,True,umbral,0.9736,,es,True,15,2,58.1,normal,57.2,,0,163.2,184.3,0.0,0.0,25,6e-06,"No tengo esa información entre mis documentos. ¡Pregúntame otra cosa, seguro que sé algo interesante!",
tri-13,triceratops,fuera_dominio,GENERAL,3,SIN_INFO,True,umbral,0.9736,,es,True,15,2,58.1,normal,57.2,,0,163.2,184.3,0.0,0.0,25,6e-06,"No tengo esa información entre mis documentos. ¡Pregúntame otra cosa, seguro que sé algo interesante!",
